comment_id,video_id,author_name,comment_text,language,sentiment_label,sentiment_score,like_count
UgwA_dGpSPM7bMWK7-t4AaABAg,jBeoNUWjUrQ,@PrasadBabu-t1r,పాలు తేనెలు ప్రవహించే దేశాలు అరబ్ దేశాలు,Telugu,Neutral,0.7276,0
UgwCePxrx66KSFrnlF14AaABAg,jBeoNUWjUrQ,@KrishnaPrasad-zq9sm,నీ nayanamma nayanamma nayanamma వారి jejamma ఆమె jejamma ame father valla abbai valla ma gari jejamma ni దెంగుతే crude oil vachindi భూమిలో pichha naa ..kod...,Telugu,Neutral,0.7941,0
UgxDqBcqn9lhLPs0xJJ4AaABAg,jBeoNUWjUrQ,@GopiKumar-op7qn,"Sir,  Super info",English,Positive,0.9379,1
UgzwnAyatA9JXZL0KpZ4AaABAg,jBeoNUWjUrQ,@ARVINDJAISWAL-U4ZAKJ1958,NICE,English,Positive,0.7795,1
UgwfOQXr4Ck_AMucqPx4AaABAg,jBeoNUWjUrQ,@m.p.mohant.vitsmine3835,Good,English,Positive,0.6844,0
Ugz_0qv6SiS3zRUicTd4AaABAg,jBeoNUWjUrQ,@NagarajuRaju-u2p,Very valuable imprimation video ❤,English + Telugu,Positive,0.9634,0
Ugz-1uDEw8XDf54aard4AaABAg,jBeoNUWjUrQ,@VijjiKakileru,Good information 👍,English,Positive,0.9404,0
UgztpKtfwezwXFsMCI54AaABAg,jBeoNUWjUrQ,@DasuramaSwami,Ai ని అడిగా. Same మీరు చెప్పిన విషయమే చెప్పింది. You are right..,Telugu,Neutral,0.8008,1
Ugx_RGwG7cywcdYul6x4AaABAg,jBeoNUWjUrQ,@Sunilbuthkur,హైడ్రోజీన్  హెలినియo gurchi chebbandi,Telugu,Neutral,0.7342,0
UgyTvlvZIM9Ah8CeTxJ4AaABAg,jBeoNUWjUrQ,@sodisettisurendra1705,గ్రీన్ ఫీల్డ్ అయిల్ కూడా వస్తుంది బ్రదర్ మన దేశంలో కావాల్సినంత దొరుకుంతుంది అంటగా? దీనిపై కూడా ఒక వీడియో చేయండి,Telugu,Neutral,0.7602,1
UgwCi5Q6xjsBZyvB3RF4AaABAg,jBeoNUWjUrQ,@Sunilbuthkur,❤,Emojis / Symbols,Positive,0.8904,0
UgwPqwsLLuKsWdVE16Z4AaABAg,jBeoNUWjUrQ,@MsrRao-n2i,Nice video thank you andi,English,Positive,0.9787,0
UgyNTCfzGmsObvfcjlx4AaABAg,jBeoNUWjUrQ,@bandelaIQ-hx5gt,"దేవుడు వేల సంవత్సరాలు క్రితం మానవుడు భూమిపై అడుగు పెట్టకముందే దేవుడు ఈ భూమిలో మనిషికి కావలసినవి అన్ని అందులో ఉంచాడు, మనిషికి ఇవి అవసరం అని వేల ఏళ్ల క్రితమే వాటిని ఉంచాడు, మనిషి, రైలు, విమానం, bus, కారు, 2 వీలర్స్ ఇవన్నీటికీ ఆయిల్ ముందుగానే సృష్టికర్త సిద్దంగా ఉంచాడు మనిషి తన జ్ఞానం పెరిగేకొలది క్రమక్రమంగా జ్ఞానం అభివృద్ధి చెందే కొలది వాటిని మానవుడు ఉపయోగించడం మొదలు పెట్టాడు, ఇవ్వన్నటికి కోసం దేవుడు ప్రిప్లాన్ గానే వాటిని వేల సంవత్సరాలు క్రితమే భూమిలో ఉంచాడు, మనిషికి రకరకాలుగా, కాయగూరలు, ఆకుకూరలు, పళ్ళు, గింజలు, సముద్రాలూ, నదులు ఇవన్నీ సృహించాడు మనం దేవుని తెలుసుకోలేక పోతున్నాము, గుర్తించలేక పోతున్నాము అన్ని కనిపెడుతున్నాము దేవుణ్ణి కనుగొనలేకపోతున్నాము",Telugu,Neutral,0.7289,5
UgzzF2FeoxlvK9EtTvp4AaABAg,jBeoNUWjUrQ,@KINGCREATIONS8,Wrong information,English,Negative,0.68,0
UgybNz6OsD9cr9ZhEQ14AaABAg,jBeoNUWjUrQ,@bhaskarachaitanya5219,"Excellent demonstration, u can be a good movie director",English,Positive,0.9685,0
UgwTNQdbICGLG73YLg94AaABAg,jBeoNUWjUrQ,@raviboppana4989,Memu chinna pillalu ga unnapudu  parrot green   Scooter undedi I think chethak  anukunta  mammalni convent  lo drop chesi vallu school ki velle vallu,English + Telugu,Neutral,0.8583,0
UgzHE10uyKKAL5LkuPl4AaABAg,jBeoNUWjUrQ,@amcomputers-AP,నువ్వు మాట్లాడవు బాబిలోనియన్ గురించి కొంచెం ఈ ఫ్రెష్ బత్తాయి గళ్లకి చెప్పు బాబిలోన్ అంటే ఏంటో,Telugu,Neutral,0.742,0
UgxQa-n7SPEjlrgmNLZ4AaABAg,jBeoNUWjUrQ,@sap3aki,"wonderful topic  , appreciated your time and effort in bringing the quality content",English,Positive,0.9797,0
UgxY-xeCYcyDQUbS2pp4AaABAg,jBeoNUWjUrQ,@sairam4470,Super bro,English,Positive,0.856,1
UgysMJuahFcStR4h54l4AaABAg,jBeoNUWjUrQ,@hariharangupta2914,Super,English,Positive,0.6605,0
UgzTJyG5HYS90kA5eEV4AaABAg,jBeoNUWjUrQ,@villagefruitculture7706,Mobile ki crude oil ki eamsambandam bro oka saari explain chestava,English + Telugu,Neutral,0.7324,0
UgxeLTMhc1Re_l8Snel4AaABAg,jBeoNUWjUrQ,@naralaanand8321,దీపాలు వెలిగించు కోవడానికి గింజల నుండి తీసే ఆయిల్ ఉంది కదా నువ్వు నీ ఎదవ సోది...,Telugu,Neutral,0.7211,0
Ugyubfq8Df9D7ACt7Th4AaABAg,jBeoNUWjUrQ,@jagadeesanr6471,Super bro,English,Positive,0.856,0
UgzZ91nuzH2v3evXCfx4AaABAg,jBeoNUWjUrQ,@ramakrishnarajualluri1052,Good information,English,Positive,0.8489,0
UgxdCqiIdtE5WbavhfB4AaABAg,jBeoNUWjUrQ,@smallaiahcharisriramadasu6529,Bikes car's  bus battery tho nadusthayi ok ships 🚢 ships and 🛫 🛬 avi ela eguruthayi ?,English + Telugu,Neutral,0.8404,0
UgziET8WuzqaywGYNr54AaABAg,jBeoNUWjUrQ,@cknarasimhareddy5700,😮😮😮నమ్మబుద్ది కాలేదు.. But మీ వీడియో కోసం లైక్ కొట్టినా..... ఇనుము ఎలా తయారు చేశారో చెప్పలేదు..... వెదురు బుంగ తో 800 అడుగులు.....? 🤣🤣🙏🙏🙏🙏🙏,Telugu,Neutral,0.627,0
UgwRKcP0lqkKn4wjdJZ4AaABAg,jBeoNUWjUrQ,@KPratapReddy-t4x,Mundhu tharaaniki idhi vuntundhi ledho aa devudike thelusu andhuke yogamu bogamu inka rogamu adhi evvarini Eppudu emi chethadho vidhi ela adisthe ala adaale bro idhi thelusuko maanava ani anukuntunaaru ee video chusina janaalu loka samastha sukinobhava.,English + Telugu,Neutral,0.7321,0
UgyQoaM9bQCIjkSSVS94AaABAg,jBeoNUWjUrQ,@pedharajusiddiboina,"తమ్ముడు చిన్నప్పుడు చదువు కున్నవా ఈ కథ,",Telugu,Neutral,0.702,1
UgzeN6L1YC_DNcRnexV4AaABAg,jBeoNUWjUrQ,@lakshminarayana3993,👍👌💐💐💐🌹🌹🤝🤝,Emojis / Symbols,Positive,0.9726,0
Ugw6qSdgTjMb7f5XQq14AaABAg,jBeoNUWjUrQ,@hitchkock6678,"ee bhoomi meeda unde crude oil ipothe advantages and Disadvantages emito oka video cheyandi brother,mee explanation chaala baagundi",English + Telugu,Neutral,0.8321,0
UgxAsVo67BakuievIKJ4AaABAg,jBeoNUWjUrQ,@G.R.C.Murthy.Channel9174,మన భారత దేశంలో టాటా వాళ్ళు వాటర్ బేస్డ్ కార్లుపై పట్టు సాధిస్తున్నారు. ఇది భవిష్యత్తులో మరో కొత్త ట్రెండ్ అవుతుంది. ఆపైన ఇప్పటి మంచీ నీటి కరువు కంటే భయంకర యుద్ధాలు రావచ్చు.,Telugu,Neutral,0.7058,0
UgyehxeZxCSkfN0JEOB4AaABAg,jBeoNUWjUrQ,@Psr-zr7nv,అంతా వుత్తదే. ఎన్ని జీవరాశులు చచ్చిపోవడం వల్ల ఇన్నేళ్లు ఈ ప్రపంచానికి క్రూడాయిల్ దొరుకుతుంది.    అది గల్ఫ్ దేశాలలో నే చనిపోయేయా. బారతదేశ సముద్రాలలో ఎక్కడ చనిపోలేదా ఏమి చెప్తారు లే వినేవారు వుంటే. అది ఒక రకమైన ఖనిజం. అది అక్కడ నే దొరుకుతుంది. మన సింగరేణి బొగ్గు లాగా. అంతేగాని జీవరాశులు చనిపోతే వచ్చేది కాదు,Telugu,Neutral,0.7788,22
UgyCUYWYTiahMvKXZI54AaABAg,jBeoNUWjUrQ,@PSKlIXVI-2026hny,Good Info bro 🤘🙂🫰😎,English,Positive,0.973,0
Ugyyl5k2eKZ_utnP5Ix4AaABAg,jBeoNUWjUrQ,@PSKlIXVI-2026hny,😂https://youtu.be/WZNQyPhhSfo?si=1khfwCh2-FN2lbu7😊😮,English + Telugu,Positive,0.7758,0
UgzakDsh_tuW9cQd5p14AaABAg,jBeoNUWjUrQ,@chinnavulamahalakshmi2603,Supar,English + Telugu,Neutral,0.6748,0
Ugw3u_DbWqw0qBrx8114AaABAg,jBeoNUWjUrQ,@raviallu750,Great story 🎉,English,Positive,0.9759,1
UgxmbURJEHUGT5OoLnh4AaABAg,jBeoNUWjUrQ,@guduriraju3016,అతిగా వాడటం ద్వారా ప్రకృతి వినాశనం అవుతుంది.,Telugu,Neutral,0.7025,1
UgyT-w31C2-E_jCh5NR4AaABAg,oKnUDaV5Id0,@rajesh8639,"False news, CE and BCE ఏమిటి రా BC and AD, అబద్దపు న్యూస్",Telugu,Negative,0.6584,0
Ugw45z758T_zFxwGknd4AaABAg,oKnUDaV5Id0,@vhn8346,రాక్షస స్వభావులు వీరు కలియుగ రాక్షసులు,Telugu,Neutral,0.728,0
UgxgDExipuvRLDw5QrN4AaABAg,oKnUDaV5Id0,@arshadalisapa1784,"7:50  👉 Muhammad (PBUH) kuturini Abu Bakar marriage chesuko ledu 

Abu Bakr kuturu Ayesha, Ayesha ni marriage chesukundi Muhammad (PBUH)",English + Telugu,Neutral,0.9505,1
UgwKRcW3GZqvKiN5cxV4AaABAg,oKnUDaV5Id0,@anjaneyuluvemulakonda7620,అదిప్త్యం కోసం,Telugu,Neutral,0.7155,0
UgyMCgToagYdTgLiX7F4AaABAg,oKnUDaV5Id0,@hemanthn436,"World second kadu 
World dirtiest religion edey 😂😂😂",English + Telugu,Negative,0.823,0
UgwjmymO5vSBXv34DzV4AaABAg,oKnUDaV5Id0,@neninthe.01,"CASTES IN MUSLIMS:- 
Muslim General:-
Pathan

Rizvi

Sheikh

Siddiqui

Khan

Mirza

Kayasth

Sayyad

Bharsaiya

Bharso
2)OBC:-
Ansari

Behang

Chikwa

Dhuniva

Danzi

Guniya

Mansoori

Idrisi


Nai

Manihar

Darvesh

Badai

Kuraishi
3)DALITS:-
Bhatiyara

Fakir

Shah

Dafali

Nat

Halalkhor

Lalbegi

Badhai

Banjara

Dhobi

Ranki

Rangrez

Jogi

Mochi

Mukeri

Bakho

Bhisti",English + Telugu,Neutral,0.8825,0
UgyJO_IsYVS0ItA4DeB4AaABAg,oKnUDaV5Id0,@mdsadik9254,Delete the video it has false information,English,Negative,0.8605,0
UgzEGJbrPYkfrtPAYNF4AaABAg,oKnUDaV5Id0,@noulevittalrao1495,"ఈ ప్రసంగం లో తప్పు లు ఉన్నాయ్. అయేషా అబూ బకర్ కుతూరు ప్రవక్త ఆమెను అతి చిన్న వయసు 6 సంవత్సరాల పిల్లను పెళ్ళి చేసుకొని ఆ చిన్న పిల్ల ను అనుభవించిన్నాడు ఆ చిన్న పిల్ల తొ మగ సంతానం పొంది వారిని తన వారసులు చేయాలనీ అనుకున్నాడు. మొదట మీరు ఖురాన్, చరిత్ర ని చదివి వీడియో చేయాలిసింది",Telugu,Neutral,0.7651,0
UgxK82aadz0mZ1In8j54AaABAg,oKnUDaV5Id0,@JareenaShaik-vo3ij,Gabriel ani kadu tammudu jibril ani palakali ayana Allah pampina devadutha ayana,English + Telugu,Neutral,0.8273,0
Ugz8FqAz9opfgPFW5sV4AaABAg,oKnUDaV5Id0,@KaleshavaliShaik-l2k,2ముక్కలు కాలేధు 3కాలేధు విల్ల  కు రెండోపనిలేధు,Telugu,Neutral,0.7508,0
Ugw1rMp1IiqTsS4B-dN4AaABAg,oKnUDaV5Id0,@MalkigariKittu,"Islam Ante Matam Kaadu Adi oka Dharmam Peru. Muslim_Matam,Islam_Dharmam",English + Telugu,Neutral,0.8867,0
UgwYtV5804EhG7TQc414AaABAg,oKnUDaV5Id0,@NisarYT8,"Abubaker gari kumarthenu(Ayesha siddeqha) garini Mohd.Pravaktagaru pendli chesukunnaru meeru tappuga cheppayaru. Ali garu manalludu kadu chinna kumarudu(thammudu) & Alludu. Imam Hussain garu yazeed chese arachakalanu khandimcharu. Hussain garini mosapuritamga Shaheed chesadu yazeed.
 Khaleefa peru sariga palakandi. history telusukoni perlu sariga ucharinmchandi",English + Telugu,Neutral,0.8571,0
Ugy12aIGB4J_0gTFwc94AaABAg,oKnUDaV5Id0,@nisarnagri8697,మోహర్రం అంటే పన్డుగా కాదూ. షియా లకు సంతాప దినాలు. రా నాయన.,Telugu,Neutral,0.7465,2
UgyNfHtFx7zDk9JKSml4AaABAg,oKnUDaV5Id0,@Aakruthireadymades,Good explanation,English,Positive,0.7104,0
UgwSee-mjo811vOXpmR4AaABAg,oKnUDaV5Id0,@mirali667,Tappula tadaka video,English + Telugu,Neutral,0.7986,0
UgxTtul4gClpq5XfhNt4AaABAg,oKnUDaV5Id0,@shaikshabeena7062,చరిత్రలో కొన్ని నిజాలు మీరు చెప్పలేదు Ali మొహమ్మద్ ప్రవక్త మేనల్లుడు మాత్రమే కాదు తన కూతురిని చేసుకున్న అల్లుడు కూడా హసేన్ హుసేన్ మనవళ్ళు Ali చాలా ధైర్యవంతుడు యుద్ధంలో పరాజయమే లేదు,Telugu,Neutral,0.742,0
UgzgEN17nDRgQziyDSJ4AaABAg,oKnUDaV5Id0,@Gangadharamt17,ఇంతకీ భారతదేశంలో ఉన్న ముస్లింస్ ఎవరు షియా నా? లేక సున్నీ నా?,Telugu,Neutral,0.7395,0
UgzOVjn8q3c0MxyPFnh4AaABAg,oKnUDaV5Id0,@muhammedhussainali9994,Ayesha muhammad pravkta kuthuru kaadu abubakr kuthura sarichedukondi,English + Telugu,Neutral,0.8175,0
UgzyYDHGAT9I9zE_lTt4AaABAg,oKnUDaV5Id0,@GuddantiDurgamalleswarao-mv5go,శాంతి మతం అంటూ ఇస్లాం వారు ప్రపంచమంతా ప్రచారం చేస్తారు ఆ బతకమ్మ ఉన్న చోటల్లా హింసా అశాంతి రక్తపాతం,Telugu,Neutral,0.7171,0
UgzEft0kmEdW8XvyqmN4AaABAg,oKnUDaV5Id0,@hymavathikatragadda8798,oka vanda sarlu vinna confusien gane untundi,English + Telugu,Neutral,0.8467,0
Ugxc-tWpUsTmt_3cFjF4AaABAg,oKnUDaV5Id0,@shaikeliyas7641,"Information was wrong... Kindly delete this vedio... 

Daughter of Abubakar was married by Mohammed (You said in reverse way).",English,Negative,0.6465,0
UgzJlyZImZkohZ87tM14AaABAg,oKnUDaV5Id0,@ismailkhan-yb5fs,"ఇస్లాం ముక్కలవ్వడం ఏందిరా సామీ? ముక్కలైతే ఇద్దరు దేవుళ్ళు ఉండాలి గదా? అలా లేదే..ముస్లింలందరికే కాదు, ప్రపంచ మానవాళి మొత్తానికి దేవుడు అల్లాహ్ యే ! ఇస్లాం లోనే తలో దారిలో పయనిస్తూ చేరుకునేది అల్లాహ్ దగ్గరకే ! 
ప్రళయ కాలం వచ్చాక భగవంతుడు అల్లాహ్ యే అనుకుంటూ నోరెళ్ళబెడుదురు గానీ !!!",Telugu,Neutral,0.7252,0
UgzpHlLONQYHh3CcIU54AaABAg,oKnUDaV5Id0,@sreenivasaraokundula5964,Very good  information  sir,English,Positive,0.9347,1
Ugy7YjzbldlfY3-Zqch4AaABAg,oKnUDaV5Id0,@shaikkarimulla6592,సరైన అవగాహన లేక తప్పుడు కామెంట్లు చేస్తున్నారు. వారిని భగవంతుడే కాపాడాలి.,Telugu,Neutral,0.7174,0
UgzVDqiFL-RxGDfowKJ4AaABAg,oKnUDaV5Id0,@mabashagutti3209,are pandi telste Chepuu lekunte gudda mosku sagam telse sagam cheppaku,English + Telugu,Neutral,0.8578,0
Ugxx8hopEt-dBy06xTR4AaABAg,oKnUDaV5Id0,@kalluchinna8826,Please tell me sir how can you create this vedios,English,Neutral,0.8248,0
UgxTHQw4QDiMmqayHPN4AaABAg,oKnUDaV5Id0,@sdimamhasan1272,పాకిస్తాన్ లో మొదలైన చీలిక అమెరికా వార్డు చేసినదే ఎందుకని సుహాసిని విభేదం చిన్నదైనా అమెరికా వాడి వలన అది ప్రపంచవ్యాప్తంగా వ్యాప్తి చెందింది కాబట్టి ముస్లింస్ ఇప్పటికైనా బుద్ధి జ్ఞానం తెచ్చుకొని కలిసి ఉండడానికి ప్రయత్నం చేయాలని కోరుతున్నాము,Telugu,Neutral,0.7402,0
UgwE7r25MR2t-fmz4qN4AaABAg,oKnUDaV5Id0,@chirru1024,Islam spread avvataniki em chesaroo cheppatledu enti boss? 😂😂,English + Telugu,Neutral,0.7015,0
UgzldEFbSgh69Khqvy54AaABAg,oKnUDaV5Id0,@narendrapasalapudi5790,బ్రో ఇప్పుడు ఉగ్రవాదులు షియా నా సున్ని నా లేదా ఇద్దరునా,Telugu,Neutral,0.7416,0
UgzKHywy1_s0ko7rxpd4AaABAg,oKnUDaV5Id0,@chowdamshivajyothi455,"Muhammad (SAW) kuthuru AYESHA (RA) kaadu, Abu Bakr (RA) gari kuthuru AYESHA (RA). Aamenu Muhammad (SAW) gaaru marriage cheskunnaru. Idi basic info em video chesaro ento",English + Telugu,Neutral,0.9398,0
UgzKHLsUiDxyW1PhWYt4AaABAg,oKnUDaV5Id0,@valicma8335,Bro 7:57 info is wrong,English,Negative,0.8461,0
UgzJywW9WcmlegdYaOl4AaABAg,oKnUDaV5Id0,@tejashkaarthi1899,Very thanks for ur useful info brother,English,Positive,0.9614,0
UgyoFv7l6xIQJl_HCNF4AaABAg,oKnUDaV5Id0,@syedmehboobpasha,Ni video lo chala tapulu unnai pravakta garu unnapude 4khalifalanu prakatincharu,English + Telugu,Neutral,0.8018,0
UgwE_lb-AHKsiCyK7Wd4AaABAg,oKnUDaV5Id0,@GouseJani-k8w,సొల్లు,Telugu,Neutral,0.7298,0
UgzKfFBi4mK8Cu9PQyV4AaABAg,oKnUDaV5Id0,@srsardar3967,మహమ్మద్ ప్రవక్త కూడా ఖురేషి తెగకు చెందిన వారు,Telugu,Neutral,0.7303,0
UgwZvjgQ-vuL4-wSSIt4AaABAg,oKnUDaV5Id0,@rameshkumarpatha9874,Arey lafoot ga valla kalifa landharini valle champesaru ani cheppe  dairyam ledu neeku,English + Telugu,Neutral,0.7957,0
Ugz-o9eXOFUfPqSLiJB4AaABAg,oKnUDaV5Id0,@ravik-b5s,Cristian and Muslim story polikalu dagaraga vunaye,English + Telugu,Neutral,0.8752,0
Ugyq7dhWGhK4frAPtAR4AaABAg,oKnUDaV5Id0,@shivaram9000,ఖురాన్ లో ఎక్కడ షియా లు సున్ని లు లేదు చదువుకో అప్పుడు వీడియో  చెయ్ knowledge ఉండాలి,Telugu,Neutral,0.7756,0
UgxO7SzZNNjyFwkwJZR4AaABAg,oKnUDaV5Id0,@safdarali5131,Bro half knowledge tho ee video chesinattu unnav yakkada nundi gather chesav information ni sunni shia la gurinchi tappulu cheptunnav Ali and valla family yeppudu padavi kosam asinchaledu sunni scholars and shia scholars ni kalisi information gather chesi video chei bro,English + Telugu,Neutral,0.8229,1
Ugyluo9bFzNZqzNKbG14AaABAg,oKnUDaV5Id0,@natureguide001,Very Good Information with clear narrations. Great Video.,English,Positive,0.9807,0
UgybRMtalWIMJNYPUqN4AaABAg,oKnUDaV5Id0,@456you,Is there any use to human society ?,English,Negative,0.6057,0
UgwlfiionunPYVQB8fV4AaABAg,oKnUDaV5Id0,@Vikram-qq2fx,Religion of shit !,English,Negative,0.9253,0
UgwioJVaBA9n2h6I7cB4AaABAg,oKnUDaV5Id0,@srinivasrao2036,Nuvvu thopu bro ❤,English + Telugu,Positive,0.8329,0
UgyXO8tqH1m1gjVBhgZ4AaABAg,oKnUDaV5Id0,@beemapollaeswappa1326,Good information,English,Positive,0.8489,0
UgxPXtpcv8c0e2DHzHd4AaABAg,oKnUDaV5Id0,@YallaGovindarao,Good good good,English,Positive,0.9044,0
Ugxa-pUj-pcahlDwvDN4AaABAg,oKnUDaV5Id0,@YallaGovindarao,గుడ్ గుడ్ information,Telugu,Neutral,0.8417,1
UgwUYhYGjPjhiA2ccxt4AaABAg,oKnUDaV5Id0,@nageswararaoabbavaram3171,బాగా చెప్పావు బ్రో. షియా సున్నీ ల మీద ఒక కనీస అవగాహన ఇచ్చావు.,Telugu,Neutral,0.7705,1
UgyMHM37Z9x99Cf1iet4AaABAg,oKnUDaV5Id0,@MrBfasridhar,Nice  information  thank you 🙏,English,Positive,0.9721,0
UgwYarS9P3cfNKrdymN4AaABAg,oKnUDaV5Id0,@mallammuzeeb5197,50% wrong,English,Negative,0.8233,0
UgzwDL4gTLrGZECBR954AaABAg,oKnUDaV5Id0,@prasadraoketa5673,విశ్వం అంతా సనాతన ధర్మం ఒక్కటే మార్గం తమరు ఒక కథను తయారు చేసినావు,Telugu,Neutral,0.7096,2
Ugz9vRPtMisWDAPlu4J4AaABAg,U5AVG_UEmwY,@AnjiAnji-fm4uj,"Isarel, and Russia🤝🤝🤝🙏🙏🙏",English + Telugu,Positive,0.7653,0
UgyJXZP_lSQ7zblD1dx4AaABAg,U5AVG_UEmwY,@venuduppada2058,Russia isreal ❤❤❤,English + Telugu,Positive,0.9218,0
UgyWLoBsJWhsbrOOHjZ4AaABAg,U5AVG_UEmwY,@RAJAHMUNDRY......,Japan singapore israel above all BHARAT,English,Neutral,0.7735,0
UgzgRsKdk5WSL2Np8T94AaABAg,U5AVG_UEmwY,@dayammadhusudhanarao1990,"I like after India 
USA",English,Positive,0.7993,0
UgyMvUmv4XETeqglnJ54AaABAg,U5AVG_UEmwY,@dayammadhusudhanarao1990,"మన దేశ (RSS)నాయుకులు యువత ను దొంగ ఓటర్ల ను, మతోన్మాదులు గా తయారు చేస్తుంది.",Telugu,Neutral,0.7334,0
UgyftvXj6Cjo_8thBsF4AaABAg,U5AVG_UEmwY,@NagaRajuPeddada-e1i,Ishral vs Russian,English + Telugu,Neutral,0.8586,0
UgznTQypPh8DGIYEqMV4AaABAg,U5AVG_UEmwY,@NagaRajuPeddada-e1i,Ishral vs Russian,English + Telugu,Neutral,0.8586,0
UgwF4W71ix8BOgIQTv94AaABAg,U5AVG_UEmwY,@NagaRajuPeddada-e1i,South Korea,English,Neutral,0.8305,0
UgxCcbvqn59e7nIVB4R4AaABAg,U5AVG_UEmwY,@thomas79-13,India,English,Neutral,0.6223,0
Ugxg65kVdinwqnaIH854AaABAg,U5AVG_UEmwY,@thomas79-13,Israel,English,Neutral,0.6345,0
UgzDlIxkoV40Uq-UwBh4AaABAg,U5AVG_UEmwY,@arjalaeswar8101,Israel,English,Neutral,0.6345,0
UgzqzbI99sno5a15ONp4AaABAg,U5AVG_UEmwY,@nrdineshkumar668,Isarel❤❤❤❤,English + Telugu,Positive,0.9642,0
UgwhQkOB3UVFDHlQiKB4AaABAg,U5AVG_UEmwY,@ManassehVardhanapu,"షలోమ్! 
The USA = Israel (Manasseh Tribe = Genesis 28:14; Deut. 48:15-21; Acts 4:27-28; Daniel 4:32). Those who degraded the President of the USA (Israel – Genesis 12:1-3; 27:29; 22;17) and the Policies of the POTUS will be punished by the Creator Yahweh because the Creator is punishing the ENEMIES OF Israel and the USA. Iran will be decimated certainly according to Genesis 12:1-3; 27:29; Numbers 23:24; 24:7-9; Zechariah 12:1-9, 3:8; Zephaniah 3:20; Isaiah 54:17. Yahweh is punishing Israelis because of Idol worship (Judges 2:1-5). Russia will be crushed if it enters in the War against Israel and the USA (Deuteronomy 33:13-17; Genesis 28:14).
పాలస్తీనాను అహ్రాహము వారి సంతానానికి సృష్టికర్త యావే వారు 2246 బిసి లో, 2211 బిసి లో వాగ్దానము చేశారు (ఆదికాండము 11-20వ అధ్యాయాలు చదవండి). www.yhwhcalendar49.com లో JEWISH HISTORY లో చూడండి. కావున ఏ ప్రజలు లేదా ఏ దేశం అయితే ఇశ్రాయేలును శపిస్తారో, ఆ ప్రజలు లేదా దేశం శపించబడుతుంది (నాశనం చేయబడుతుంది, మొదలైనవి) (ఆదికాండము 12:1-3; 17:1-7, 15-16, 20, 22:17; 24:60; 27:29; సంఖ్యాకాండము 23:24; 24:8-9; ద్వితీయోపదేశకాండము 33:13-17 + ఆదికాండము 49:22-26 (UK మరియు USA); ఆదికాండము 48:16-19 (ప్రపంచవ్యాప్తంగా ఉన్న ఆంగ్లేయులు = ఆదికాండము 28:14); జెకర్యా 2:8; 12:1-9; యెషయా 54:17; జెఫన్యా 3:20). ఉదాహరణకు: సద్దాం, గడ్డాఫీ, లాడెన్, హమాస్, హిజ్బుల్లా, ఇరాన్. కాబట్టి, ఇరాన్ (ఇరాన్ ప్రజలు, రష్యా మరియు చైనా ఆయుధాలు మొదలైనవి) త్వరలోనే నాశనం చేయబడుతుంది. గమనిక: విల్లు (Bow) = యావే (Yawe) చేత ఆశీర్వదించబడిన వైమానిక దళం (Airforce) (ఆదికాండము 49:22-26). ప్రథమ కుమారుడు (Firstborn) = మనష్షే = USA (ద్వితీయోపదేశకాండము 33:17). ఎద్దు కొమ్ములు = దేశాలను జయించడం లేదా నియంత్రించడం (ద్వితీయోపదేశకాండము 33:17). కొమ్ములు = సైనిక శక్తి (ద్వితీయోపదేశకాండము 33:17). కాబట్టి, USA మరియు ఇశ్రాయేలును ఎవరూ ఓడించలేరు. క్రీ.పూ. 1400 నుండి క్రీ.శ. 2100 వరకు జరిగిన విగ్రహారాధన కారణంగా యావే దేవుడు ఇశ్రాయేలును తీవ్రంగా శిక్షించాడు. క్రీ.శ. 2136కు ముందు మరియు క్రీ.శ. 3136 తర్వాత, యావే దేవుడు దుష్టులందరినీ శిక్షించబోతున్నాడు. రోమన్ సామ్రాజ్యం (EU = క్రీ.శ. 2132 - క్రీ.శ. 2136) యావే చేత నాశనం చేయబడిన వెంటనే (ప్రకటన గ్రంథము 11:1-19; 12:1-17; 13:1-18), యూదు మెస్సీయ వచ్చి క్రీ.శ. 2136 నుండి క్రీ.శ. 3136 వరకు ప్రపంచాన్ని పరిపాలిస్తాడు. భవిష్యత్తులో, ఇరాన్, ముస్లిం దేశాలు మరియు మిగిలిన ప్రపంచాన్ని ఓడించగలిగేది కేవలం ఇశ్రాయేలు మాత్రమే. ఇశ్రాయేలులో ఉన్న విగ్రహారాధకుల కారణంగా ఇశ్రాయేలు కొంతమేర విధ్వంసానికి గురైంది (నిర్గమకాండము 23:32-33; 20:4; న్యాయాధిపతులు 2:1-5; 3:1-8; ద్వితీయోపదేశకాండము 12:1-5, 29-32; 13:1-18; నిర్గమకాండము 34:12-17; 23:24). So, the USA = Israel (Manasseh Tribe = Genesis 28:14; Deut. 48:15-21; Acts 4:27-28; Daniel 4:32) మరింత సమాచారం కోసం: www.yhwhcalendar49.com మరియు www.apostolicfoundation.com",Telugu,Negative,0.4997,0
Ugym81OZ6CF3PpcXB854AaABAg,U5AVG_UEmwY,@dasariyellamanda811,My intrested country is israel,English,Neutral,0.5287,0
Ugy2geibIZfhh5wt-M94AaABAg,U5AVG_UEmwY,@MorchaRaju,Prayer 🙏🙏🙏,English,Positive,0.7119,0
